Machiavellianism,Narcissism,Psychopathy,Sadism,Depression
12.188648093402414,9.92917735176781,10.08154128600614,11.275746608210103,23.59903004825429
9.822452665275064,9.047603139658397,11.466316301665858,10.36531714110529,40.44904663849432
9.814724720404728,9.029109305571964,10.487136652982137,10.222586647025933,41.13879384077004
7.493463786508129,12.132313596179584,9.218043964426421,9.912616638685087,32.82257262884416
9.442688662676318,11.84942822407982,10.404932688985085,11.046560655460864,42.68516002926465
9.856440546504576,8.338561489378604,9.450968722100582,9.4993030732272,35.24457045794238
11.091501702233472,10.978925016315088,11.09736158101622,11.56053380493878,46.42334826400806
9.377056267280883,10.387776695889498,8.266978489448748,6.464651224118931,50.120542125965216
9.0925396147486,10.658794130477636,9.98979965733518,9.89195053210258,24.636392460609784
8.406286710493799,8.968931113370882,10.396083627775068,10.15406116643066,28.20443129980658
10.302644513517734,8.92158115427708,8.301384604858049,9.923880534627814,45.36593319275494
11.6343924305424,8.726339842541645,10.973551921858746,11.59274396864525,40.15166254664091
9.378153449225945,10.342665774732154,9.118630025274893,10.078238086550117,35.0049180357533
10.467161095858492,9.933222785905736,10.303977151491692,11.21232467251591,51.946558171336534
11.419265837865774,10.194590158284868,9.581216875629456,11.888715471104724,43.881781280868196
10.110265205712794,9.626768764291207,11.445359569512087,12.610442238807632,49.39203076304196
11.869629233784163,9.3677868527017,11.787922213007995,11.27010265819938,61.16518999391784
8.969749159921403,8.474705389838647,10.754577971452893,10.889040837962598,48.7059029250292
8.65836556939503,11.012120417589824,10.490402202737798,10.372750940343328,32.92593353387311
10.554398345065646,8.807224433137057,10.430203635545427,9.753711646944227,51.14898470863842
9.93792918235905,9.972271941883523,9.796153835547416,8.17559410205561,51.726611787266094
10.096601635964259,12.35116050999451,11.714697399002034,11.58878112104491,41.636692939541774
11.562950566286627,11.590988105624913,10.208654390346823,10.313368206875788,35.27836319165036
10.828231991846508,10.144131393500572,9.43419750512323,10.544804801700899,43.35541361808018
10.540064396184574,11.06203020569418,11.789241387924442,11.696460692885674,40.66050727259643
9.405055706692945,10.797408683788149,8.796511160756914,8.779050764167971,32.6750257569678
8.099159088609008,9.29799481744868,10.319937776239923,8.403452681563742,34.4972334110874
10.193508211923142,10.189027015598354,9.291412964222719,8.723006560320206,24.45116664803214
9.418199707373189,9.8862482452052,9.251177451621817,9.079952176622175,19.34688519145816
