y,x,z
-35.765918101253405,5.616165135080732,3.7507189087298407
-68.88160542076405,6.268052860592051,5.3248454962141825
63.31859355479777,16.879573956494966,15.044549478784763
41.155339410453934,11.187909821291601,7.667208961471853
83.69219404826502,10.54313736131508,9.949597504192177
18.202957353901127,16.013606380438404,10.11396577336471
4.722493002303149,7.704638031135392,10.908152493441888
-63.04409285965201,13.201730071766391,4.380594370966846
78.05839840363582,12.083937296627756,14.513870975498415
8.47344689534446,13.88271557669429,6.324298624843413
14.605913023850968,19.91897350124262,11.310329534787638
-55.406722132801775,10.256553050972819,3.512496196632977
-79.43011200341448,7.656598878789639,5.785318799285274
126.80985191552675,4.86088681330926,12.701148419840147
8.258670185414514,3.5714809176965066,3.243853251669276
47.381834560758364,8.105504113616277,10.501834657311921
65.47020950540623,19.17674523430702,6.437204328148477
34.906502879141016,9.809436057471006,18.4519973038216
-0.5192727757888704,11.036336111705637,10.422572422602821
102.79216122077023,17.76749363704728,7.225882078429757
-35.29126721571508,16.00488986251273,8.831955244268581
53.512898408194275,13.887689493862322,12.293730205736107
15.659585434102798,6.241472675233377,5.63871705000846
3.253954886617233,11.19657774398447,9.182675923897063
-7.821395526841025,6.088002328875103,2.687982565315357
-63.425956935748026,5.32019839933956,6.911738076064489
-96.31564830040371,0.14488192512311748,1.845633018231318
84.76968643552397,19.519792624417995,7.744599757456607
42.296603151819156,10.668793921450519,17.675360482820196
21.47449973348172,16.491856878851365,4.271990597800688
-0.8102591987500141,9.38668800574638,7.575731609179517
-13.071008590800385,12.974382105149703,16.340706131527405
-8.83311816438612,-0.3505012694147567,11.02807598548491
58.877277882270164,12.572199328522366,9.748977973614322
49.198648559025656,1.2765241660023339,6.42410871480189
9.800089821061269,14.824970548513795,17.220898544232906
-57.22648831038074,12.850517823737883,6.828534205915515
-42.53629410303145,8.96590701101531,8.653661599526375
80.11019228143175,5.5410189680197055,3.3540037802755105
18.206797456207713,13.365546255970619,4.587488853992285
-19.806678244378652,10.267981338299007,11.22302276234011
15.808490081702747,2.559135756993715,11.324624896957591
88.94286419940286,10.199568905502245,-5.184447827570914
-47.06156881391763,9.042928834258518,15.96260291076601
122.84673148796895,8.513802967875687,9.40007138820221
-45.94065148147054,-1.7257627168731897,17.307835203835108
33.94196741271277,10.099684591751009,13.162666308631144
48.07957055665028,15.4995860743479,6.161223551998919
-47.76683869634893,7.832572352961154,8.868210214614207
64.39540323744191,14.746515771254316,10.388761962365693
