depression,stress,support,esteem
8.260369784107635,51.23233027016146,3.115049410746299,30.216545500756283
20.354301652270365,52.5361057211841,2.4581426870853207,21.83420038237073
18.15762156253714,73.75914791298993,4.872079902411852,31.92977556290012
9.92370279407744,62.3758196425832,4.508934574586852,30.75311797346515
11.681303721350288,61.086274722630165,5.431110336596541,29.272459457663444
28.031491484028503,72.02721276087681,3.9057942073277805,25.011601160766567
9.077956376549595,55.409276062270784,3.984427388669485,32.802976177749954
17.550930221181137,66.40346014353278,2.2786608273556412,35.92260837478453
12.885192411484422,64.1678745932555,5.348087895717574,32.499858267317755
18.73013407595834,67.76543115338858,3.720646287335986,22.84577027527762
28.21931012325511,79.83794700248524,3.701565911123067,17.43357465586844
11.324847380846641,60.51310610194564,2.5318533592377115,33.691816585842595
22.051458244385614,55.31319775757928,2.20084018076583,25.173678166583095
13.299892517853657,49.72177362661852,6.575784534174968,17.704990153160328
9.04842992333499,47.14296183539301,4.0671912320338155,26.242338960564794
16.419151154452265,56.211008227232554,4.813453219816755,26.58648290331742
17.015161257841665,78.35349046861404,4.651078467298813,40.648789154137305
7.662152017588125,59.618872114942015,4.654792561360412,30.94672521937131
21.50570494313937,62.072672223411274,3.7366125484680537,25.736953564845965
14.12030923719254,75.53498727409456,5.469661120502108,34.163751115215064
26.532226024369187,72.00977972502547,2.8106181660705607,27.48688282609208
11.159685027089427,67.77537898772465,4.740624992524115,33.17329864482497
9.115828939874064,52.48294535046676,4.15630714267289,25.589901423162914
14.49816330300501,62.39315548796894,3.780869506450907,30.276696629622144
14.262834072812161,52.176004657750205,3.6338116476144826,34.40875560541421
2.5201590334715522,50.64039679867912,2.636907686832747,29.093418592949902
12.96721160658726,40.28976385024623,2.084804417351627,26.17463633687642
28.13258345688151,79.03958524883599,5.049494018882891,18.349391872787606
13.162901517216751,61.33758784290104,4.752687515834767,33.039123822124935
29.248405873614658,72.98371375770273,3.8352555314715935,17.318877701222434
18.828484285018533,58.773376011492765,3.739841927978735,27.472631021322886
13.85099953854391,65.9487642102994,3.5264186666085524,25.628976158064642
-0.5848066556167051,39.29899746117049,4.037919207198566,33.16450106998122
6.762091307129846,65.14439865704473,4.849637143976795,37.38840207404621
10.909622211894758,42.553048332004664,5.041394178836457,27.534165700948055
23.969618352917397,69.6499410970276,3.9274209453653315,21.024133193418407
19.665890714827814,65.70103564747576,2.45802020496118,25.304871617870358
15.311255674072783,57.931814022030615,2.943711069489286,37.723744228172194
5.335421803452602,51.08203793603941,5.427643162513357,26.530527922972414
15.132810125838537,66.73109251194124,3.901263875965175,28.776415249173944
22.902335702165928,60.53596267659802,3.397607636827269,19.210002195983733
6.928843406793604,45.11827151398743,4.420296869293458,24.31020670538022
11.593483540103183,60.39913781100449,5.24718557121655,36.62963091664687
11.60402316763517,58.085857668517036,2.996303528566627,32.19284621781891
5.627755342385946,57.027605935751374,6.284383938808396,30.625152648533255
7.828296103925203,36.54847456625362,3.476374183122219,27.03121059109586
19.784878688207534,60.19936918350202,4.5181052907568375,25.15552632355118
18.164607673574768,70.99917214869579,4.444832439199068,25.67338494905257
19.559496320877457,55.66514470592231,2.888724536246859,27.852722872812517
13.231713507093957,69.49303154250863,4.88582267314598,32.99193699769686
15.182182671803965,47.50143781745968,5.8541524252657435,20.326106913919524
14.207534652937934,50.64969099242836,3.8350255397765642,21.849802970781518
20.310425938521792,70.08909895756952,5.113293909137421,22.712397594450604
15.48338982947797,55.33441792294371,3.79710628188598,21.985817216165735
14.091197920985826,59.89919500838435,6.219479781779455,25.785544311399118
5.408401576674308,60.227931546729415,3.9506567497685854,35.94766511730817
21.23469203116952,61.81630498688378,3.129696092308884,31.48443229775786
12.226722048213015,48.761188741933694,5.501444946743175,24.507031150086586
26.7075364011951,69.02774195099683,2.808163981011648,27.72883637206333
11.844747446564773,52.64859724968683,6.04512081384269,20.130891115639407
14.635013297304539,62.620659069575275,2.36029563197076,37.96889206124261
11.758308578206117,47.024992393265954,3.062132017443047,30.714063344458538
10.816080795565089,51.57063759857055,5.565011941153837,22.317623040799447
20.20391817048416,65.40229683968029,5.354807256872227,25.393491428581125
8.093201400364132,46.48770650333855,6.098741251187577,28.992710013280508
11.167037055128327,61.00366931462384,3.2912628283105887,33.97124197828559
8.244830155707955,52.87440865629695,3.6176717278530566,21.623527705209455
