y,x
3,0.5765398803908772
1,0.2015900767688981
1,-0.05193634790869419
0,0.9597571367776268
0,0.8916623732751461
1,0.08878093296735515
0,-1.4648731142441458
1,1.1538370881425524
1,0.7487229868890792
0,-1.3314265860170307
0,2.298536035072217
1,0.5611722085100355
0,-0.1734327962572947
2,-0.7960921378666574
0,-1.4260838145073722
1,0.6582039741705304
1,-0.5983348200662236
0,1.0883641913578492
1,0.7211726287063753
0,-0.6605579832137176
1,-1.2388089627178882
1,0.2909382009883276
0,0.9332006958295318
1,1.3688785035338609
2,-0.877761774294069
1,-0.6653349627987835
0,1.634848030067653
0,-1.1358385143588907
0,0.5130167565409176
2,1.3354682222229461
1,-0.5029502342143337
0,1.8678115497762975
0,0.3187062353956654
0,0.8574704282352061
0,1.2864828229880532
1,0.6107852034406828
1,1.329542017970573
1,0.14199911291830225
2,0.38698709679234716
2,-0.7023074472586621
0,0.6700708316814219
1,-0.7507531214219652
0,-0.36311169387521974
0,0.8513826454487404
1,1.657105290868981
0,-1.3782507725131274
0,-1.3193134646461706
0,-0.3711772422811885
0,0.7680756138884196
2,-0.9557087181705081
0,-0.398282264905625
1,0.6642607653268204
1,2.0744370489387656
0,1.414777908396619
1,1.3885842259114287
0,-0.02600188464907677
1,-0.4560667314367892
1,0.7525443203383149
1,-0.2701420172897945
1,0.2144022162855154
0,2.5746931050150508
1,0.14803513232433854
2,0.03144209228835445
0,-0.33473461697724133
0,-1.4448299524222645
1,-1.0624073329251456
0,-1.8060841725253713
2,0.9890739781384563
2,0.5920569832438292
1,0.870106620034436
1,-0.019496906647310443
0,-0.6028537089387525
0,1.8917644035336378
2,0.2946231351314372
2,-0.48987557544573407
0,0.8186011926912115
3,0.3211517252110417
2,0.49995492801873215
0,-0.08188476798570067
1,-0.6268913794050048
1,0.2889715496578577
2,0.8861143598547657
0,-1.0729843374180223
2,0.06344911300955855
1,-0.15203049824622625
0,1.8783609810464175
1,-0.42312078971441536
1,0.17998437552715232
0,1.6029680203319097
1,1.0191256703731093
0,0.7104726569037024
0,-0.08884362227898919
1,0.023352815186071397
0,-1.4993033896442427
0,-0.9242549958737949
0,-1.8483794355995824
2,-0.01388193968081761
3,-1.2892785657592862
0,0.3714696292071545
0,1.3662469820138943
0,0.3775423203906531
0,0.5234255397090318
1,-1.3741121202341835
2,-1.3656493942476902
1,-0.2987674091457479
0,-1.1282340002590499
0,-0.008375345673896565
