x_1,x_2,y
-0.6068402605117142,B,4
0.24975102331118856,A,0
-5.209970099568938,A,1
3.96552401729782,A,0
0.33377349392775074,C,0
0.32846950585203805,C,0
-0.31912587547243026,A,1
-0.684655666638037,B,0
2.1308972866529787,B,15
0.07555885353490202,B,3
-0.61683090191872,C,1
-3.021880073554601,C,0
-1.543111120799067,A,0
1.2821000326079264,C,0
0.13356264667383208,B,4
-1.4862586998422938,C,0
-2.554512130201807,C,0
-3.7757467705383716,A,0
-0.0369375856017498,C,2
1.1547924638189728,B,1
3.86919313553678,B,21
1.8660883115776201,A,0
-0.8577259151736939,C,0
0.2886181225135025,B,0
1.2173351586176708,B,2
0.5392337496936784,B,5
2.74329353208701,B,18
-1.021553294505984,A,0
-2.7161560761579495,B,0
-2.1941910109748566,B,0
-1.0664112056978894,A,0
1.7102862309136107,C,0
1.6094620347041915,A,1
1.648127989431243,C,0
-3.6657705876825566,A,0
0.7563822564768296,C,0
-1.1370325532147307,C,0
1.760881363569276,B,6
-0.6107513908401976,A,0
-0.24333683264584302,C,0
-2.1006603798616195,A,2
-0.10766517517773048,A,0
2.260703896134924,A,2
1.9424974004035898,B,3
1.5566373590811378,B,8
0.3316249023759293,B,2
0.35808412232728276,A,0
-1.035806736659065,C,0
0.34335674716261927,B,0
-0.6521563497239449,B,1
-1.7417760114193104,B,1
-0.6554871521704171,B,1
-1.7844479947174465,B,0
-2.495774795440614,C,0
1.4595654608076418,B,3
-0.5021182367416858,B,3
4.190365497652379,A,1
1.1396789037835937,B,1
1.2047312566675115,B,3
0.04505048960864961,B,3
2.418759881954547,B,3
1.898732630451993,A,0
-0.18328532608558876,A,0
0.752226089540053,A,1
-1.0271656059185912,A,0
-2.192814314691854,C,0
-1.9608970038781175,A,1
-0.2952254472794043,A,1
-0.36161892739973406,C,0
2.2454671249519467,B,3
0.867999284229826,C,1
2.2391012304797178,A,0
-1.3886199156608838,A,0
-0.05825431712755988,C,2
-1.0826543074975015,C,0
-0.7477732749815234,C,0
-5.50859396871385,B,0
-0.01956303499702295,C,0
1.219859622277595,C,0
-2.5249101693846723,C,1
-1.0816604155856702,B,1
0.46136239152809305,A,0
-4.11229664614448,A,0
1.550455342778999,A,1
1.5793008303937344,A,0
1.4372125403131144,A,3
-3.0901131318768154,C,0
0.0996124365757833,A,0
-4.193476627968632,B,0
1.1396110196175748,B,5
0.9729810949323169,A,0
-1.8728769402387104,A,0
0.19411803716348597,A,0
-0.15164394487567934,B,2
-0.8606319453168273,B,0
-2.562267152796105,B,0
-1.257939198180197,A,0
1.556027125706392,B,3
-0.18224728983559282,B,5
-1.4524396420133894,B,1
0.08952605047075159,C,2
-0.3659242731951019,C,0
-0.4305215802192729,A,2
-0.5171829823512,C,0
1.2962133341161912,A,0
5.719005229735309,B,43
-0.6187266661424967,A,1
-0.31748103879426337,B,1
4.295539554945998,A,2
-1.4866807888591493,C,0
1.6250745850829567,C,2
-2.3209567226930883,B,0
-0.9988839735434663,A,0
